"","word","sentiment","score"
"13598","спутывать","negative",-1
"13599","спутывать","negative",-1
"13600","спутывать","negative",-1
"13601","спьяну","negative",-1
"13602","сработанность","positive",1
"13603","сражать","negative",-1
"13604","сражать","negative",-1
"13606","сразить","negative",-1
"13607","сразить","negative",-1
"13609","срака","negative",-1
"13610","срамиться","negative",-1
"13611","сранный","negative",-1
"13612","сраный","negative",-1
"13613","срать","negative",-1
"13614","срач","negative",-1
"13615","среднего пошиба","negative",-1
"13636","средненький","negative",-1
"13653","средний по качеству","negative",-1
"13656","средний","negative",-1
"13673","срочно дорабатывать","negative",-1
"13674","срыв","negative",-1
"13675","срыв","negative",-1
"13676","срыв","negative",-1
"13677","срыв","negative",-1
"13678","ссадина","negative",-1
"13679","ссаный","negative",-1
"13680","ссать","negative",-1
"13681","ссора","negative",-1
"13682","ссориться","negative",-1
"13684","стабилизационный","positive",1
"13685","стабилизация","positive",1
"13686","стабилизироваться","positive",1
"13687","стабилизоваться","positive",1
"13688","стабильность","positive",1
"13689","стабильный","positive",1
"13690","ставить 4","positive",1
"13691","ставить 5","positive",1
"13692","ставить крест","negative",-1
"13693","ставить на колени","negative",-1
"13694","ставить под вопрос","negative",-1
"13695","ставить под удар","negative",-1
"13696","ставить пять","positive",1
"13697","ставить с ног на голову","negative",-1
"13698","ставить четыре","positive",1
"13699","стагнационный","negative",-1
"13700","стагнация","negative",-1
"13701","стагнировать","negative",-1
"13702","стагфляция","negative",-1
"13703","сталинистский","negative",-1
"13704","сталинщина","negative",-1
"13705","сталкивать с пути","negative",-1
"13706","стальная выдержка","positive",1
"13707","стальной характер","positive",1
"13710","стальной","positive",1
